,ticket,time,type,magic,identifier,reason,volume,price_open,sl,tp,price_current,swap,profit,symbol,comment,total
0,256632122,2026-01-06 17:45:57,0,0,256632122,0,3.0,145.8066666666667,0.0,0.0,145.83,0.0,0.07,LFTS11,METATRADER5,437.49
